slug,embed_url,image_url,banner_url,title,description,category,orientation,quality_score,width,height,date_published,date_modified,namespace,id
lady-pool,https://play.gamepix.com/lady-pool/embed?sid=1,https://img.gamepix.com/games/lady-pool/icon/lady-pool.png?w=105,https://img.gamepix.com/games/lady-pool/cover/lady-pool.png?w=320,and transform your character into a fashion icon through whimsical mix-and-match gameplay. Unleash your style!,landscape,0.32432432,800,,,,2024-11-19 16:25:13+00:00,,dress-up,unlock charming collections
naval-battle-infinite-war,https://play.gamepix.com/naval-battle-infinite-war/embed?sid=1,https://img.gamepix.com/games/naval-battle-infinite-war/icon/naval-battle-infinite-war.png?w=105,https://img.gamepix.com/games/naval-battle-infinite-war/cover/naval-battle-infinite-war.png?w=320,and climb the leaderboards in thrilling global multiplayer matches. Sail to triumph with skillful adaptation and cunning.,all,0.76876974,800,,,,2024-11-19 16:00:10+00:00,,battle,where strategic ship placement and tactical maneuvers are key to victory. Outsmart clever foes with special tools like air strikes
numeric-leap,https://play.gamepix.com/numeric-leap/embed?sid=1,https://img.gamepix.com/games/numeric-leap/icon/numeric-leap.png?w=105,https://img.gamepix.com/games/numeric-leap/cover/numeric-leap.png?w=320,choosing from Easy to Hard modes. Each leap demands swift thinking as challenges escalate in a rhythmic dance towards high scores. Embrace the numbers and soar!,landscape,0.32432432,800,,,,2024-11-19 15:14:58+00:00,,educational,a vibrant test of reflexes and number skills. Navigate dynamic clouds in precise order
block-to-block-puzzle,https://play.gamepix.com/block-to-block-puzzle/embed?sid=1,https://img.gamepix.com/games/block-to-block-puzzle/icon/block-to-block-puzzle.png?w=105,https://img.gamepix.com/games/block-to-block-puzzle/cover/block-to-block-puzzle.png?w=320,requiring precision and planning to solve. Enjoy a relaxing yet stimulating experience as you conquer progressively harder puzzles and aim for the highest score.,all,0.44444444,800,,,,2024-11-19 13:51:50+00:00,,block,a puzzle game where sliding and fitting blocks into place tests your strategic mind. Each level presents intricate challenges
extra-block-puzzle,https://play.gamepix.com/extra-block-puzzle/embed?sid=1,https://img.gamepix.com/games/extra-block-puzzle/icon/extra-block-puzzle.png?w=105,https://img.gamepix.com/games/extra-block-puzzle/cover/extra-block-puzzle.png?w=320,it caters to both casual players and dedicated enthusiasts. Unlock your potential as a master puzzle solver!,all,0.48979592,800,,,,2024-11-19 13:34:25+00:00,,puzzle,a game of strategic sliding and swapping. Clear a path for the green block through increasingly complex challenges. With intuitive controls and endless puzzles
just-switch-color,https://play.gamepix.com/just-switch-color/embed?sid=1,https://img.gamepix.com/games/just-switch-color/icon/just-switch-color.png?w=105,https://img.gamepix.com/games/just-switch-color/cover/just-switch-color.png?w=320,offering endless fun and thrilling competition. Can you conquer the leaderboards?,portrait,0.32432432,600,,,,2024-11-19 11:16:15+00:00,,arcade,your skills will be tested
dangerous-game,https://play.gamepix.com/dangerous-game/embed?sid=1,https://img.gamepix.com/games/dangerous-game/icon/dangerous-game.png?w=105,https://img.gamepix.com/games/dangerous-game/cover/dangerous-game.png?w=320,the tension rises as challenges grow in complexity. Balance speed with precision to conquer the leaderboard in a thrilling test of nerve and intellect. Can you handle the pressure?,portrait,0.32432432,600,,,,2024-11-19 11:08:11+00:00,,arcade,where you defuse bombs through intricate puzzles. With each level
christmas-defense,https://play.gamepix.com/christmas-defense/embed?sid=1,https://img.gamepix.com/games/christmas-defense/icon/christmas-defense.png?w=105,https://img.gamepix.com/games/christmas-defense/cover/christmas-defense.png?w=320,maintaining the festive spirit and ensuring every gift stays safe under the tree.,landscape,0.32432432,800,,,,2024-11-19 09:08:58+00:00,,christmas,utilizing unique abilities to outsmart relentless foes. Master the art of defense through ten challenging levels
gold-clicker,https://play.gamepix.com/gold-clicker/embed?sid=1,https://img.gamepix.com/games/gold-clicker/icon/gold-clicker.png?w=105,https://img.gamepix.com/games/gold-clicker/cover/gold-clicker.png?w=320,embrace the challenge of optimal resource management for endless fun.,landscape,0.56140351,800,,,,2024-11-18 17:22:45+00:00,,clicker,strategizing upgrades to reach level 60. With each click
wood-knight,https://play.gamepix.com/wood-knight/embed?sid=1,https://img.gamepix.com/games/wood-knight/icon/wood-knight.png?w=105,https://img.gamepix.com/games/wood-knight/cover/wood-knight.png?w=320,this arcade adventure challenges you to become a legendary knight.,portrait,0.24242424,600,,,,2024-11-18 17:15:57+00:00,,tap,"where precision and timing are your greatest allies. Master your sword skills by striking a mighty tree""""s weakest points while dodging obstacles. With addictive gameplay and captivating retro aesthetics"
ball-collision,https://play.gamepix.com/ball-collision/embed?sid=1,https://img.gamepix.com/games/ball-collision/icon/ball-collision.png?w=105,https://img.gamepix.com/games/ball-collision/cover/ball-collision.png?w=320,maintain focus as you progress through levels. Master your timing and aim for high scores in this classic revival!,all,0.512345678901234,800,,,,2024-11-18 16:16:31+00:00,,arcade,demolishing vibrant bricks. With simple controls and escalating challenges
balls-shooter,https://play.gamepix.com/balls-shooter/embed?sid=1,https://img.gamepix.com/games/balls-shooter/icon/balls-shooter.png?w=105,https://img.gamepix.com/games/balls-shooter/cover/balls-shooter.png?w=320,as each level offers unpredictable spinning speeds. Hone your skills to hit the mark and rise to the top in this addictive test of accuracy.,portrait,0.29176831,600,,,,2024-11-18 10:18:11+00:00,,hyper-casual,where dynamic rotating targets challenge your precision and timing. Overcome escalating difficulties with strategic shots
nearsighted-ghost,https://play.gamepix.com/nearsighted-ghost/embed?sid=1,https://img.gamepix.com/games/nearsighted-ghost/icon/nearsighted-ghost.png?w=105,https://img.gamepix.com/games/nearsighted-ghost/cover/nearsighted-ghost.png?w=320,striking at the perfect moment to protect your secrets. An atmospheric adventure awaits as you immerse yourself in strategic ghostly mischief. Will you outsmart them all?,landscape,0.512345678901234,800,,,,2024-11-15 17:28:59+00:00,,casual,where you must outwit curious intruders using suspenseful scares. Navigate through shadowy rooms
direct-hit,https://play.gamepix.com/direct-hit/embed?sid=1,https://img.gamepix.com/games/direct-hit/icon/direct-hit.png?w=105,https://img.gamepix.com/games/direct-hit/cover/direct-hit.png?w=320,challenging your precision and focus. Adapt your tactics to conquer dynamic targets and experience the thrill of perfect execution.,landscape,0.24242424,800,,,,2024-11-15 16:36:03+00:00,,ball,where every shot counts. Launch your ball to hit targets while navigating tricky obstacles with limited misses. Each level intensifies
increase-the-number,https://play.gamepix.com/increase-the-number/embed?sid=1,https://img.gamepix.com/games/increase-the-number/icon/increase-the-number.png?w=105,https://img.gamepix.com/games/increase-the-number/cover/increase-the-number.png?w=320,testing your planning skills in a relentless quest for the highest score. Can you outsmart the grid?,portrait,0.44444444,600,,,,2024-11-15 16:26:17+00:00,,puzzle,creating room for new moves. Stay sharp as challenges evolve and complexity deepens
halloween-murder,https://play.gamepix.com/halloween-murder/embed?sid=1,https://img.gamepix.com/games/halloween-murder/icon/halloween-murder.png?w=105,https://img.gamepix.com/games/halloween-murder/cover/halloween-murder.png?w=320,and make strategic moves to expose or eliminate the target. Each moment counts as you strive to capture the throne or solve the mystery.,all,0.70624329,800,,,,2024-11-15 16:17:29+00:00,,puzzle,solve intricate puzzles
tic-tac-toe-puzzle,https://play.gamepix.com/tic-tac-toe-puzzle/embed?sid=1,https://img.gamepix.com/games/tic-tac-toe-puzzle/icon/tic-tac-toe-puzzle.png?w=105,https://img.gamepix.com/games/tic-tac-toe-puzzle/cover/tic-tac-toe-puzzle.png?w=320,honing your strategy in an exciting new way.,all,0.33333333,800,,,,2024-11-15 16:01:07+00:00,,puzzle,whether on a classic 3x3 grid or expanded boards. Unlock challenges as you strive for victory
fidget-trading-card-toy,https://play.gamepix.com/fidget-trading-card-toy/embed?sid=1,https://img.gamepix.com/games/fidget-trading-card-toy/icon/fidget-trading-card-toy.png?w=105,https://img.gamepix.com/games/fidget-trading-card-toy/cover/fidget-trading-card-toy.png?w=320,and perfect your technique to collect rare toy cards and conquer opponents. Immerse yourself in a world of competitive trading — each flip and slap brings you closer to an unbeatable collection.,all,0.24242424,800,,,,2024-11-15 15:56:24+00:00,,casual,strategize
blocks-arcade,https://play.gamepix.com/blocks-arcade/embed?sid=1,https://img.gamepix.com/games/blocks-arcade/icon/blocks-arcade.png?w=105,https://img.gamepix.com/games/blocks-arcade/cover/blocks-arcade.png?w=320,embark on a journey of endless match-three fun!,portrait,0.52830189,600,,,,2024-11-15 12:06:53+00:00,,puzzle,a vibrant puzzle adventure that challenges your reflexes and planning skills. Connect colorful blocks to clear the board and trigger thrilling chain reactions. With its addictive gameplay and endless possibilities
yummie-cookie-match,https://play.gamepix.com/yummie-cookie-match/embed?sid=1,https://img.gamepix.com/games/yummie-cookie-match/icon/yummie-cookie-match.png?w=105,https://img.gamepix.com/games/yummie-cookie-match/cover/yummie-cookie-match.png?w=320,all set within a colorful cascade of sweet surprises. Perfect for quick plays and puzzle lovers alike!,portrait,0.32432432,600,,,,2024-11-15 10:24:35+00:00,,match-3,a vibrant puzzle game where you swipe cookies to create mouthwatering combos. Conquer increasingly challenging levels filled with strategic obstacles and delightful power-ups
endless-jump-ball-pro,https://play.gamepix.com/endless-jump-ball-pro/embed?sid=1,https://img.gamepix.com/games/endless-jump-ball-pro/icon/endless-jump-ball-pro.png?w=105,https://img.gamepix.com/games/endless-jump-ball-pro/cover/endless-jump-ball-pro.png?w=320,tough to put down. ,all,0.24242424,800,,,,2024-11-14 17:08:16+00:00,,hyper-casual,every jump is a step closer to beating your high score. Simple to play
little-hero,https://play.gamepix.com/little-hero/embed?sid=1,https://img.gamepix.com/games/little-hero/icon/little-hero.png?w=105,https://img.gamepix.com/games/little-hero/cover/little-hero.png?w=320,"this game""""s clever design ensures every victory feels rewarding.",landscape,0.24242424,800,,,,2024-11-14 16:02:36+00:00,,arcade,where sharp reflexes and quick thinking lead your charming character through challenging landscapes. Leap over chasms and dodge perilous obstacles in this vibrant world. Perfect for both short bursts and longer sessions
awesome-duck,https://play.gamepix.com/awesome-duck/embed?sid=1,https://img.gamepix.com/games/awesome-duck/icon/awesome-duck.png?w=105,https://img.gamepix.com/games/awesome-duck/cover/awesome-duck.png?w=320,Awesome Duck offers an addictive blend of strategic exploration and quick-thinking fun suited for adventure-seekers of all ages.,all,0.73091028,800,,,,2024-11-14 15:49:58+00:00,,adventure,navigating increasingly complex stages filled with clever puzzles and hidden keys. With charming graphics and exciting challenges
mad-skater-alvin,https://play.gamepix.com/mad-skater-alvin/embed?sid=1,https://img.gamepix.com/games/mad-skater-alvin/icon/mad-skater-alvin.png?w=105,https://img.gamepix.com/games/mad-skater-alvin/cover/mad-skater-alvin.png?w=320,"vivid landscapes. Embrace the thrilling rush and discover if your timing can match Alvin""""s unstoppable enthusiasm.",landscape,0.64345806,800,,,,2024-11-14 15:43:11+00:00,,skateboard,leaping obstacles with precision. Master simple controls and sharpen your reflexes as the pace intensifies through colorful
put-number-puzzle,https://play.gamepix.com/put-number-puzzle/embed?sid=1,https://img.gamepix.com/games/put-number-puzzle/icon/put-number-puzzle.png?w=105,https://img.gamepix.com/games/put-number-puzzle/cover/put-number-puzzle.png?w=320,enjoy honing your problem-solving skills at your own pace in this engaging and mentally stimulating experience.,portrait,0.48979592,600,,,,2024-11-14 15:36:29+00:00,,puzzle,where strategic thinking meets relaxing gameplay. Tackle each uniquely designed level by filling grids with numbers in the correct sequence. With intuitive controls and limitless time
stinky-cat,https://play.gamepix.com/stinky-cat/embed?sid=1,https://img.gamepix.com/games/stinky-cat/icon/stinky-cat.png?w=105,https://img.gamepix.com/games/stinky-cat/cover/stinky-cat.png?w=320,"unleash your cat""""s aromatic powers and indulge in idle clicking fun as you strive to become the Stink God.",landscape,0.512345678901234,800,,,,2024-11-14 14:47:36+00:00,,addictive,the ultimate whiskered warrior. Tap your way to stink supremacy by defeating a host of foes and upgrading your feline hero’s pungency. With every click
xmas-memory-match,https://play.gamepix.com/xmas-memory-match/embed?sid=1,https://img.gamepix.com/games/xmas-memory-match/icon/xmas-memory-match.png?w=105,https://img.gamepix.com/games/xmas-memory-match/cover/xmas-memory-match.png?w=320,perfect for family gatherings or cozy solo play.,landscape,0.24242424,800,,,,2024-11-14 14:30:31+00:00,,memory,a festive card game that tests your memory. Flip cards to uncover delightful Christmas images and pair them up. Choose from Easy or Medium difficulty for a challenge tailored to you
tircky-arrow,https://play.gamepix.com/tircky-arrow/embed?sid=1,https://img.gamepix.com/games/tircky-arrow/icon/tircky-arrow.png?w=105,https://img.gamepix.com/games/tircky-arrow/cover/tircky-arrow.png?w=320,making each successful shot incredibly rewarding.,all,0.34737797,800,,,,2024-11-14 12:50:40+00:00,,archery,this game keeps you on your toes
